"x","y","z"
1,1,1
1,1.26,0.983333333333333
1.026,1.51756666666667,0.969711111111111
1.07515666666667,1.779721764,0.959422382148148
1.1456131764,2.05265311932351,0.952972582484628
1.23631717069235,2.34198089804985,0.951075444885793
1.3468835434281,2.65297158783185,0.954667744999097
1.47749234786848,2.99071100136159,0.964942376194119
1.62881421321779,3.36024479898154,0.983398105687587
1.80195727179416,3.76669260257475,1.01190630108731
1.99843080487222,4.21533959347518,1.05279632431654
2.22012168373252,4.71170741684695,1.10896240063408
2.46928025704396,5.26160409940266,1.18399570798596
2.74851264127983,5.8711503581194,1.2823462403367
3.06077641296379,6.54677694557593,1.40951965037585
3.409376466225,7.29518432675524,1.5723146642587
3.79795725227803,8.12325176789244,1.77910657081593
4.23048670383947,9.03787757381931,2.04018135856697
4.71122579083745,10.0457254740478,2.36812273140824
5.24467575915848,11.152843831861,2.77824960131408
5.83549256642874,12.3641144227377,3.28909344218546
6.48835475205964,13.6824763937888,3.92289126177078
7.20776691623255,15.1078598588263,4.70604843541939
7.99777621049193,16.6357549945932,5.66949313513014
8.86157408890205,18.2553414103681,6.84879710691996
9.80095082104865,19.9471175113287,8.28387312166388
10.8155674900767,21.6800142353766,10.0179770159216
11.9020121646067,23.408071924947,12.0956475336491
13.0526181406407,25.0669291709445,14.5591285007588
14.2540492436711,26.5706455108052,17.4427756183402
15.4857088703845,27.8097710178238,20.7650278306559
16.7181150851284,28.6520600346435,24.5178339325125
17.9115095800799,28.9476919649149,28.6541093984973
19.0151278185634,28.5410541776897,33.0749684340451
19.9677204544761,27.2906319014274,37.6200872084571
20.7000115991712,25.0968134611516,42.0662019712353
21.1396917853692,21.9341398869316,46.1394798828164
21.2191365955255,17.8801683493658,49.5459033204771
20.8852397709095,13.1295120095602,52.0186965774929
20.1096669947746,7.98185451940803,53.3736613993734
18.8968857472379,2.7994771624183,53.5554881259171
17.287144888756,-2.05770900250939,52.6563557767948
15.3526594996294,-6.29951185990597,50.8964671527609
13.1874423636759,-9.75173338071479,48.5720854226971
10.8935247892368,-12.367147955032,45.9908255923841
8.56745751480993,-14.2033115211764,43.4171852483842
6.2903806112113,-15.3821392020995,41.0425309614877
4.12312862988022,-16.0487426488911,38.980468367223
2.10594150200309,-16.3409940573461,37.2792789078715
0.261247946068164,-16.3730003023802,35.941033027968
-1.40217687877667,-16.2300160850385,34.9398313535558
-2.88496079940285,-15.9704072135225,34.2356760504272
-4.19350544081482,-15.6308063317547,33.7834646766976
-5.3372355299088,-15.2319683625522,33.5380509992843
-6.32670881317315,-14.7840698533284,33.4566689999874
-7.17244491718867,-14.2910015962673,33.4998362103439
-7.88430058509653,-13.7536188575821,33.6315214623415
-8.47123241234509,-13.172076589401,33.8190575420727
-8.94131683005068,-12.5474099349099,34.0330532290377
-9.3019261405366,-11.882501431827,34.2474088191756
-9.55998366966564,-11.1825470634516,34.4394460908343
-9.72224000904424,-10.4551115981164,34.5901105348641
-9.79552716795146,-9.70985411907446,34.68417863005
-9.78695986306376,-8.95800504422276,34.7103985981177
-9.70406438117966,-8.21168097633116,34.6615043270439
-9.55482604069481,-7.48312749791644,34.5340643537096
-9.34765618641697,-6.78397774055327,34.3281557857734
-9.0912883418306,-6.12460371735279,34.0468812131027
-8.79461987938282,-5.51361827340811,33.6957697644923
-8.46651971878535,-4.95756079068211,33.2821176728523
-8.11562382597503,-4.46077364843381,32.8143273968234
-7.75013880822091,-4.02545321067243,32.3012982752766
-7.37767024846606,-3.65184209167615,31.7519085327563
-7.00508743278707,-3.33852023118857,31.1746118394014
-6.63843071262722,-3.08275069387501,30.5771551181734
-6.282862710752,-2.8808405300594,29.966410583878
-5.94266049268274,-2.72848524744405,29.3483055570606
-5.62124296815887,-2.62107517330953,28.7278286903875
-5.32122618867393,-2.55395140249778,28.1090902625137
-5.04449871005632,-2.52260694885463,27.4954160530557
-4.79230953393615,-2.52283461006084,26.8894578333023
-4.56536204154862,-2.55082688209327,26.2933076679576
-4.36390852560308,-2.60323529716542,25.7086072790328
-4.18784120275932,-2.6771972264991,25.1366472253331
-4.0367768051333,-2.77033792151197,24.578453401188
-3.91013291677116,-2.88075474177452,24.0348603357957
-3.8071950992715,-3.00698942556277,23.5065720662507
-3.72717453190063,-3.14799309939014,22.9942120985297
-3.66925638864958,-3.30308762018081,22.498364306302
-3.6326395118027,-3.47192586315024,22.0196066783268
-3.61656814693745,-3.65445273528305,21.5585397176301
-3.62035660577201,-3.85086800870003,21.1158110987291
-3.64340774606482,-4.06159151625402,20.6921379570955
-3.68522612308374,-4.28723081283439,20.2883279514896
-3.7454265920588,-4.5285510575643,19.9053000226547
-3.82373903860935,-4.78644659248752,19.5441055775956
-3.92000979399717,-5.06191346265572,19.2059506557788
-4.03420016086302,-5.35602192361157,18.8922194751245
-4.16638233713788,-5.66988780096104,18.604499600846
-4.31673288352019,-6.0046413920675,18.3446088153649
-4.48552373437493,-6.36139242444647,18.114623576464
-4.67311060338208,-6.74118940591202,17.9169087147936
-4.87991848363507,-7.14497151985057,17.7541477193208
-5.10642378725662,-7.57351104390288,17.6293725659866
-5.35313251292125,-8.02734411964207,17.5459915337033
-5.62055367359333,-8.50668760455852,17.5078127941305
-5.90916706668985,-9.01133974195272,17.5190607289462
-6.21938433421614,-9.54056255621807,17.5843808964733
-6.55150215641633,-10.0929443134923,17.7088283255848
-6.90564637212392,-10.6662412045271,17.8978323679136
-7.28170585536424,-11.2571987650729,18.157129736885
-7.67925514633511,-11.8613556377073,18.4926557121944
-8.09746519547233,-12.4728353068314,18.9103819897696
-8.53500220660824,-13.0841356085429,19.4160886345683
-8.9899155468017,-13.6859312769103,20.0150575338846
-9.45951711981257,-14.2669115483057,20.7116763299019
-9.94025656266188,-14.8136826581429,21.508945901485
-10.42759917221,-15.3107732625751,22.4078920733767
-10.9159165812465,-15.740788129815,23.4068943507405
-11.3984037361033,-16.0847598296785,24.5009618028688
-11.8670393454609,-16.3227467319712,25.6810086868283
-12.3126100841119,-16.4347148762034,26.9332085654558
-12.724820563321,-16.4017175971875,28.2385320315195
-13.0925102667077,-16.2073476482187,29.5725936442237
-13.4039940048588,-15.839382187413,30.9059398018484
-13.6475328231142,-15.2914763687143,32.20489124594
-13.8119271776742,-14.5646976920612,33.4330034026073
-13.8872042291129,-13.6686482416119,34.5531220840803
-13.8653486303628,-12.6219163119965,35.5298985918432
-13.7410053985262,-11.4516504576046,36.332507329885
-13.512069904434,-10.1921636709965,36.9372123753545
-13.1800792810903,-8.88263965062091,37.3293923253445
-12.7503353180433,-7.56419194919035,37.5046808115407
-12.231720981158,-6.27667135531729,37.4690158275218
-11.636216018574,-5.05568104607996,37.2375869992079
-10.9781625213246,-3.93021865748763,36.832874646961
-10.2733681349409,-2.9212291368645,36.2821304480378
-9.53815423513323,-2.04116309515291,35.6147155927187
-8.7884551211352,-1.29444814640113,34.8596791277858
-8.03905442366179,-0.678643843337785,34.043849678791
-7.30301336562939,-0.185989039942088,33.1905702352653
-6.59131093306066,0.194938888491142,32.3190711667705
-5.91268595090548,0.477672909628246,31.4443802407201
-5.27365006485211,0.676551567120783,30.577620135282
-4.67862990165482,0.805720717385515,29.7265379695162
-4.13019483975079,0.878441831916871,28.8961335999217
-3.62933117258402,0.906669477298942,28.0892886780451
-3.17573110759572,0.900843364351832,27.307334941992
-2.76807366040097,0.869837750989707,26.5505309805864
-2.4042825192619,0.821017003337751,25.8184390714308
-2.08175256700194,0.760355945251735,25.1102077945679
-1.79754171577657,0.692594062381612,24.4247735239707
-1.54852813796075,0.621401934417682,23.7609965628059
-1.33153513072291,0.549545754079431,23.1177474039934
-1.14342704224267,0.479041388052178,22.493956745112
-0.981180199213189,0.411293386637688,21.8886404098011
-0.841932840628101,0.347217002569564,21.3009078029361
-0.723017856308334,0.287342975312833,20.7299602608849
-0.621981773146218,0.23190586008519,20.1750837795743
-0.536593009823077,0.180917248829329,19.6356391332717
-0.464841983957836,0.134225500613794,19.111051300407
-0.404935235500673,0.0915636801194741,18.6007993292495
-0.355285343938659,0.0525873679469949,18.1044072401991
-0.314498072750093,0.0169039034960973,17.621436211916
-0.281357875125474,-0.0159055186315268,17.1514780838142
-0.254812639476079,-0.0462696341911131,16.6941500863418
-0.233958338947583,-0.0746156724293986,16.2490906515822
-0.218024072295764,-0.101361748027899,15.8159561371278
-0.206357839868978,-0.126912279147756,15.3944182998152
-0.198413283796856,-0.151655762455699,14.9841623719245
-0.19373753166274,-0.175964355682674,14.5848856138516
-0.191960214064733,-0.200194823607304,14.1962962398148
-0.192783675018991,-0.224690494658144,13.8181126344984
-0.195974356982906,-0.249783953361831,13.4500627975048
-0.201355316620798,-0.275800259702219,13.0918839687344
-0.20879981092894,-0.303060541342148,12.7433224013877
-0.218225883970261,-0.331885849908667,12.4041332605213
-0.229591880564102,-0.362601209464631,12.0740806344038
-0.242892813454155,-0.39553981513858,11.7529376537555
-0.258157513622597,-0.431047363823638,11.440486720774
-0.275446498642701,-0.469486517935055,11.1365198560437
-0.294850500571937,-0.511241518361539,10.8408391773911
-0.316489602350897,-0.55672297475733,10.5532575308367
-0.34051293959154,-0.606372870873597,10.2735993003434
-0.367098932719746,-0.660669830271037,10.0017014304217
-0.396456022474875,-0.720134693924962,9.73741470417287
-0.428823889619884,-0.78533646625063,9.48060532942559
-0.464475147282958,-0.856898690148538,9.23115689768875
-0.503717501569516,-0.93550631488982,8.98897279520352
-0.546896382901547,-1.02191312299962,8.75397916303448
-0.594398056911354,-1.11694978357947,8.52612852459298
-0.646653229578166,-1.22153259939891,8.30540422508077
-0.70414116656024,-1.3366730130358,8.09182585908298
-0.767394351207796,-1.46348793254214,7.88545590112118
-0.83700370934123,-1.60321092840271,7.68640780081622
-0.913624431247379,-1.75720433932631,7.49485586106708
-0.997982422055272,-1.92697230244882,7.31104728625632
-1.09088141009463,-2.11417469081483,7.1353168701458
-1.19321073816665,-2.32064189344541,6.9681048922876
-1.30595385369452,-2.54839030537612,6.80997891009358
-1.43019749886268,-2.79963829934468,6.66166027389132
-1.56714157891088,-3.07682231741286,6.52405635685532
-1.71810965276108,-3.38261253653392,6.3982996825179
-1.88455994113836,-3.71992730948376,6.28579535015645
-2.0680966779729,-4.09194523875668,6.18827840073294
-2.27048153405128,-4.50211327617225,6.10788302692726
-2.49364470826338,-4.95414861669705,6.04722579678676
-2.73969509910674,-5.45203132276552,6.00950530702555
-3.01092872147262,-5.99998351491061,5.99862086712311
-3.30983420081642,-6.60242952319338,6.01931287093389
-3.63909373305412,-7.26392952813373,6.07732733148577
-4.00157731256208,-7.98907684005026,6.1796064735446
-4.4003272653109,-8.78234598851616,6.33450605389802
-4.83852913763142,-9.64787516590561,6.55203785752735
-5.31946374045884,-10.5891623119382,6.84413209905794
-5.84643359760678,-11.6086494107888,7.22490855935161
-6.42265517892499,-12.7071648426006,7.71093631048298
-7.05110614529254,-13.8831897939847,8.32144872306125
-7.73431451016176,-15.1319134344376,9.0784618725059
-8.47407440258935,-16.4440455690338,10.0067193323306
-9.2710715192338,-17.8043691045885,11.133354139784
-10.1244012777693,-19.1900442141391,12.4871204892912
-11.0309655714063,-20.5687299433988,14.0970076911976
-11.9847420086055,-21.896676938944,15.9900170046308
-12.9759355016394,-23.117075646827,18.1878767907643
-13.9900495161581,-24.1591196693305,20.702523568808
-15.0069565314754,-24.9384490387909,23.530329078047
-16.0001057822069,-25.3598261207605,26.6453558428413
-16.9360778160623,-25.3229723576708,29.9924120258709
-17.7747672702231,-24.732306182976,33.4813326756828
-18.4705211614984,-23.5106889947369,36.9846070022475
-18.9745379448223,-21.616078367162,40.3408976015079
-19.2386919870562,-19.0582892853606,43.366691324094
-19.2206517168867,-15.9113559800628,45.8768117957308
-18.8897221432043,-12.3162026869215,47.7116964642066
-18.232370197576,-8.4695559682518,48.7658810246477
-17.2560887746436,-4.59874810536732,49.0096583288797
-15.990354707716,-0.927315331832878,48.4962981623606
-14.4840507701276,2.35938859959798,47.3513445555168
-12.7997068331551,5.13865328372539,45.746906991406
-11.005870821467,7.3588188177408,43.869256916146
-9.16940185754625,9.03178054608114,41.8895079719824
-7.34928361718351,10.2150475426073,39.944294172901
-5.59285050120443,10.9907171220185,38.1283801794206
-3.93449373888214,11.4472751124269,36.4969289969913
-2.39631685375124,11.6671135006865,35.0732852345005
-0.98997381830746,11.7199406918679,33.8584166210839
0.281017632710074,11.6607380756653,32.8395011668177
1.4189896770056,11.5305308432947,31.9965498657993
2.43014379363451,11.3585149048297,31.306925578415
3.32298090475402,11.1645667090774,30.748102474666
4.10713948518636,10.9616021215104,30.2991494951827
4.79258574881877,10.7575568235552,29.9413804642528
5.38908285629241,10.5569389318595,29.6585087871195
5.90586846384912,10.3619911298242,29.4365374055891
6.35148073044662,10.1735312089178,29.2635286411365
6.73368577829374,9.9915431186632,29.1293377517132
7.05947151233069,9.81558163190055,29.0253545296811
7.33508252428768,9.64504120465832,28.9442732646298
7.56607839232474,9.47932756939635,28.8798977094363
7.7574033100319,9.31796054323417,28.8269804588171
7.91345903335213,9.16062872831624,28.7810927595236
8.03817600284854,9.0072109854957,28.7385195542158
8.13507950111326,8.85777537405743,28.6961745047321
8.20734908840767,8.71256327089042,28.6515302533155
8.25787050665595,8.57196427587533,28.6025599287508
8.28927988357788,8.43648601447534,28.547686707096
8.30400049666763,8.30672187029425,28.4857389996522
8.30427263403029,8.18331888264768,28.4159095183608
8.29217725889203,8.06694743350563,28.3377170417317
8.26965427635339,7.9582738634367,28.2509701678534
8.23851623506172,7.85793675958407,28.155732698249
8.20045828751396,7.76652732835969,28.0522905553082
8.15706519159853,7.68457398989973,27.9411203077838
8.10981607142865,7.61253110487942,27.8228594762957
8.06008757477372,7.55077156449101,27.6982788279138
8.00915597374545,7.49958283954788,27.5682568598385
7.9581986603257,7.45916599265388,27.4337566305758
7.90829539355852,7.42963710496704,27.2958050351926
7.86042956469937,7.41103055188091,27.155474549851
7.81548966341752,7.40330357452702,27.013867398404
7.77427105452847,7.40634163032707,26.8721020267318
7.73747811210833,7.41996405968421,26.7313017129183
7.70572670686592,7.44392967135901,26.5925850956182
7.67954700331523,7.47794192080878,26.4570583697946
7.65938649506458,7.52165342932604,26.3258088779558
7.64561318849073,7.5746696637362,26.1998998148484
7.63851883601528,7.63655166426084,26.080365762581
7.63832211883983,7.70681777042608,25.9682087795421
7.64517168399846,7.7849443509227,25.8643947785048
7.65914895069088,7.87036559308922,25.7698499455431
7.68027061493071,7.9624724516531,25.6854569707339
7.70849079860295,8.06061089528322,25.6120508834406
7.74370280827098,8.16407962425569,25.5504143090563
7.78574048986945,8.27212746395375,25.5012719906144
7.83437918727788,8.38395066767265,25.4652844481993
7.88933633531736,8.49869038864289,25.4430406824271
7.95027174064991,8.61543060527702,25.4350498664198
8.01678762711262,8.73319680485604,25.4417320147285
8.08842854488696,8.85095574811911,25.4634076685722
8.16468126521018,8.96761664884054,25.5002866953031
8.24497480357321,9.08203410622469,25.5524563665588
8.32868073383836,9.19301312104613,25.6198689538274
8.41511397255914,9.29931650571835,25.7023291610638
8.50353422587506,9.39967496047191,25.799481799394
8.59314829933474,9.49280002920233,25.9108001954615
8.6831134723215,9.57740006638371,26.0355759078512
8.77254213172772,9.65219923871878,26.1729103991041
8.86050784242683,9.7159594513546,26.3217093666496
8.9460530033196,9.76750493002778,26.4806804660265
9.02819819599042,9.80574901152655,26.6483351550746
9.10595327754403,9.82972250255668,26.8229953396346
9.1783302000453,9.8386027719785,27.0028054023061
9.24435745723862,9.83174255717207,27.1857500410609
9.30309596723196,9.8086973084001,27.3696781328931
9.35365610134878,9.7692497835155,27.552332573085
9.39521546956545,9.71343055727173,27.7313857329012
9.42703697833608,9.64153314087494,27.9044798436995
9.44848659458996,9.55412252992241,28.0692712756696
9.45905018812321,9.45203621742763,28.2234773614555
9.45834879105365,9.33637701947419,28.3649241480894
9.4461516138957,9.20849745053036,28.4915932737567
9.42238619755917,9.06997583006229,28.601666083662
9.38714516080948,8.9225847697393,28.6935631388314
9.34068912170246,8.76825314341794,28.765977439561
9.28344552387401,8.60902304061199,28.8178999753699
9.21600327554781,8.44700351155263,28.8486366068064
9.13910329914829,8.28432309895633,28.8578157509352
9.05362527912909,8.12308320037243,28.8453868432257
8.96057107125343,7.96531421142399,28.81161004148
8.86104538527048,7.81293617472151,28.7570380813372
8.75623446421559,7.66772532500323,28.6824915528658
8.64738355029435,7.5312875111858,28.5890291189853
8.5357739463835,7.40503902893236,28.4779143265134
8.42270045463838,7.29019495207447,28.3505806699575
8.30944990438199,7.18776464287134,28.2085964687977
8.19728137823093,7.09855377736557,28.053630931874
8.08740861814439,7.02317196120044,27.8874225339398
7.98098495245,6.96204484128068,27.7117505474919
7.87909094133306,6.91542953829806,27.5284102840576
7.78272480102956,6.88343222550415,27.3391923254557
7.69279554347702,6.86602674602298,27.1458657837532
7.61011866373162,6.86307327748549,26.9501654290518
7.53541412510701,6.87433620133267,26.7537823713393
7.46930633272957,6.89950049853902,26.5583578758928
7.41232574931052,6.93818616002487,26.3654798268664
7.36491179038195,6.98996025809547,26.1766813240913
7.3274166371533,7.05434646765276,25.9934408959736
7.30010962020325,7.13083194859897,25.8171838287942
7.28318185304282,7.21887160241853,25.6492841424399
7.27675082798039,7.31788979714876,25.4910667785167
7.28086472489723,7.42727971814503,25.3438096041609
7.29550622422201,7.54640055052034,25.2087448704012
7.32059565685184,7.67457273672893,25.0870597957251
7.35599336483955,7.81107158344249,24.9798959729527
7.40150118669984,7.95511951944891,24.8883473210748
7.45686301997475,8.10587733421105,24.8134563248149
7.52176445139838,8.26243475779916,24.7562083255325
7.59583148203846,8.42380077926869,24.717523650617
7.67862841176148,8.5888941434129,24.6982473981765
7.76965498492662,8.75653451534847,24.6991367335107
7.86834293796881,8.92543485752538,24.7208456077623
7.97405212992447,9.09419562199686,24.7639068815171
8.08606647913171,9.26130141801761,24.8287119310386
8.2035899730203,9.42512086533843,24.9154879357046
8.32574306225211,9.58391037910818,25.0242731943398
8.45155979393772,9.73582264339093,25.1548909959718
8.57998607888304,9.87892050563518,25.3069227748838
8.70987952155825,10.0111969515874,25.4796815050143
8.84001126456116,10.1306016865443,25.6721865246964
8.96907030675948,10.2350746431137,25.8831412142962
9.09567074039489,10.3225864494671,26.1109151559385
9.21836231130212,10.391185522395,26.3535325604496
9.3356446324114,10.4390510010864,26.6086688220649
9.44598526927891,10.4645502255075,26.8736570246007
9.54784176490177,10.4662989147902,27.1455060434091
9.63968747989061,10.4432216565083,27.4209315412773
9.72004089755238,10.3946098296587,27.6964006306963
9.78749779076301,10.3201737142231,27.9681902737949
9.84076538310902,10.2200853533305,28.2324586407762
9.87869738013116,10.0950087903456,28.4853276985969
9.9003285211526,9.94611464779581,28.7229743288635
9.90490713381692,9.77507666763676,28.9417263719827
9.89192408719891,9.58404877836084,29.138159268252
9.8611365563151,9.37562243977033,29.3091885174009
9.81258514466062,9.15276534789213,29.4521530887271
9.74660316498377,8.91874393615104,29.5648852325473
9.6638172421005,8.67703334318571,29.6457628717704
9.56513885220902,8.43121949358762,29.6937418395114
9.45174691634688,8.18489853990451,29.7083665752873
9.32506207870264,7.94157906940585,29.6897593619645
9.18671377777296,7.70459216922791,29.6385896238968
9.03850161691846,7.47701370879594,29.5560260642579
8.88235282610621,7.26160213073035,29.4436753741778
8.72027775656862,7.06075376902497,29.3035118196126
8.55432535781426,6.8764763800748,29.1378021781226
8.38654046004031,6.71038031602915,28.9490302827442
8.21892444563919,6.56368570422849,28.7398249020974
8.05340057149812,6.4372431974528,28.5128939402545
7.89178483409359,6.33156536196263,28.2709670823001
7.7357628868805,6.24686556923666,28.0167481417682
7.58687315511611,6.18310131700915,27.752877566286
7.44649597130542,6.14001916942277,27.4819048851589
7.31584829111715,6.11719890958271,27.2062703683098
7.19598335296371,6.11409497618299,26.9282948170458
7.08779451528564,6.13007375297939,26.6501762119284
6.99202243905501,6.16444575186656,26.3739918775236
6.90926477033617,6.2164921471323,26.1017048576702
6.83998750801578,6.28548546316697,25.8351732966715
6.7845373035309,6.37070448461316,25.5761617625924
6.74315402163912,6.47144364916119,25.3263536045129
6.71598298439133,6.58701730711128,25.0873635877457
6.70308641666333,6.71675929988435,24.8607501869304
6.70445370498543,6.86001833469051,24.6480270288827
6.72001016795594,7.01614962739578,24.4506730615154
6.74962411389992,7.18450326228199,24.2701410815683
6.79311202873813,7.36440968663209,24.107864284048
6.85024179452752,7.55516272926091,23.9652605034083
6.92073388800086,7.75600051326414,23.8437338049084
7.00426055052719,7.96608463117072,23.7446730593192
7.10044295859154,8.18447797106108,23.6694471009801
7.2088464598385,8.41012162973701,23.6193960347476
7.32897397682835,8.64181142730828,23.5958182291944
7.46025772187634,8.87817464890976,23.5999525203832
7.60204941457968,9.117647784285,23.63295516298
7.75360925155022,9.35845621290926,23.6958711153092
7.91409394768612,9.5985969861822,23.7895993456273
8.08254425153573,9.83582607968143,23.9148520128902
8.2578724343503,10.0676517126835,24.0721076212741
8.43885036218362,10.2913355375504,24.2615585869415
8.62409887972029,10.5039036589008,24.4830540975739
8.81207935763835,10.7021695144833,24.7360396927461
9.00108837332284,10.8827705918155,25.0194956382114
9.18925659517211,11.0422207174727,25.3318768862944
9.37455300740216,11.1769791894914,25.6710581648604
9.55479562561109,11.2835372844433,26.0342884525426
9.72766979149431,11.3585216325474,26.418159687343
9.89075497559962,11.398812618466,26.8185949066235
10.0415607398863,11.4016743753364,27.2308610020004
10.1775721034313,11.3648911912413,27.6496107663772
10.2963040122123,11.2869033962235,28.0689578080722
10.3953639506134,11.166934256702,28.4825861537635
10.4725209812223,11.005098327076,28.8838939811064
10.5257787158076,10.8024813611821,29.2661680395841
10.5534489803451,10.5611825015534,29.6227821757562
10.5542223324659,10.2843111875573,29.9474103247586
10.5272312179751,9.97593406028132,30.2342417841959
10.4721015022057,9.64097092108759,30.4781849812959
10.3889884440939,9.285043165223,30.6750456424491
10.2785939162068,8.9142825509025,30.8216664867812
10.1421627796764,8.53511208554753,30.9160182844176
9.98145771026348,8.1540136436013,30.9572360913105
9.79871330359726,7.77729823731848,30.9455992190674
9.59657179696938,7.41089443239587,30.8824583969329
9.37800406051203,7.06016829849248,30.7701179780171
9.14622048431007,6.72978483904813,30.6116843683149
8.90457691978388,6.42361657997731,30.4108937446589
8.65648088580322,6.14470052623012,30.1719324575307
8.40530284984591,5.89524060292912,29.8992624185395
8.15429662515423,5.67664943870827,29.5974615804484
7.90653190650964,5.48962118857855,29.2710867719056
7.66484083471653,5.33422609551263,28.9245631088096
7.43177936079614,5.21001754385074,28.5621013658929
7.2096031791016,5.11614323511505,28.1876423379869
7.00025718470294,5.05145353479906,27.8048255009668
6.80537681971256,5.01460171634235,27.4169782266094
6.62629930937554,5.00413252779913,27.027121350038
6.46408263121789,5.01855705378463,26.6379869131668
6.31953007347457,5.05641313462768,26.2520442703338
6.19321837958988,5.11631159128868,25.8715313051401
6.08552770075976,5.19696918978967,25.4984881534985
5.99667184966275,5.29722969424841,25.1347914690498
5.92672763412132,5.41607455071555,24.7821878450955
5.87566232578074,5.55262476740724,24.4423254896415
5.84335856994339,5.70613546061221,24.1167836248015
5.82963625901027,5.87598436285569,23.8070993502571
5.83427106939481,6.06165537580882,23.5147918825744
5.85700950003621,6.26271802164785,23.241384171623
5.89758035219738,6.47880342256964,22.9884219165347
5.9557026592346,6.70957723272942,22.7574899698008
6.03109011658409,6.95470976968134,22.5502260402791
6.12345208189381,7.21384345064543,22.3683314927614
6.23249121876897,7.48655753859083,22.2135788999175
6.35789785075116,7.77233015014856,22.0878158371005
6.4993410806909,8.07049747847251,21.9929642263474
6.65645672046906,8.38021024745659,21.9310143383459
6.82883207316781,8.7003875489215,21.9040123575297
7.01598762074318,9.02966843273765,21.9140402167595
7.21735570194263,9.36636193340583,21.9631862304143
7.43225632508895,9.70839663688663,22.0535049213352
7.65987035626872,10.0532714271229,22.1869643798759
7.89921046335414,10.3980097051169,22.365379554294
8.14909038753042,10.7391201358833,22.5903301034533
8.4080933623657,11.072567824061,22.8630619073932
8.67454080853523,11.3937606966137,23.1843720967877
8.94646279734308,11.697556697299,23.5544785954613
9.22157218733867,11.9782980489309,23.972876724371
9.4972447734979,12.2298791483769,24.4381874131178
9.7705082109858,12.4458544166426,24.948003973659
10.0380428315515,12.6195913948288,25.4987470954002
